,year,month,uf_acronym,type,number_of_consumers,consumption
33590,2017,9,AM,others,54119,89965.0
33591,2017,9,RR,others,18882,18163.0
33592,2017,9,PA,others,181503,166559.0
33593,2017,9,AP,others,4403,25265.0
33594,2017,9,TO,others,67191,50919.0
33595,2017,9,MA,others,91309,122014.0
33596,2017,9,PI,others,55337,76036.0
33597,2017,9,CE,others,597354,239521.0
33598,2017,9,RN,others,85699,105450.0
33599,2017,9,PB,others,165855,78181.0
33600,2017,9,PE,others,194213,212544.94
33601,2017,9,AL,others,23136,60772.0
33602,2017,9,SE,others,33916,52491.0
33603,2017,9,BA,others,303409,402712.0
33604,2017,9,MG,others,877935,702832.0
33605,2017,9,ES,others,231298,153490.0
33606,2017,9,RJ,others,113237,511303.0
33607,2017,9,SP,others,399782,1335192.0
33608,2017,9,PR,others,421411,412272.0
33609,2017,9,SC,others,267182,395034.0
33610,2017,9,RS,others,378480,484469.0
33611,2017,9,MS,others,108224,110014.0
33612,2017,9,MT,others,186925,211632.0
33613,2017,9,GO,others,206837,290510.0
33614,2017,9,DF,others,17194,121977.0
33615,2017,10,RO,others,132216,66454.0
33616,2017,10,AC,others,32030,26902.0
33617,2017,10,AM,others,54273,89815.0
33618,2017,10,RR,others,19051,19041.0
33619,2017,10,PA,others,183037,163712.0
33620,2017,10,AP,others,4429,8295.0
33621,2017,10,TO,others,67273,52907.0
33622,2017,10,MA,others,91315,129978.0
33623,2017,10,PI,others,55578,73853.0
33624,2017,10,CE,others,600162,246515.0
33625,2017,10,RN,others,85834,110830.0
33626,2017,10,PB,others,166410,91254.0
33627,2017,10,PE,others,194315,221886.68
33628,2017,10,AL,others,23078,69889.0
33629,2017,10,SE,others,33987,58016.0
33630,2017,10,BA,others,304123,443162.0
33631,2017,10,MG,others,879574,675333.0
33632,2017,10,ES,others,230399,173826.0
33633,2017,10,RJ,others,113308,571917.0
33634,2017,10,SP,others,400230,1325990.0
33635,2017,10,PR,others,421301,428756.0
33636,2017,10,SC,others,267322,387307.0
33637,2017,10,RS,others,378794,480474.0
33638,2017,10,MS,others,108063,112057.0
33639,2017,10,MT,others,187456,203062.0
33640,2017,10,GO,others,207198,272889.0
33641,2017,10,DF,others,17165,125053.0
33642,2017,11,RO,others,132463,66725.0
33643,2017,11,AC,others,32093,24938.0
33644,2017,11,AM,others,54342,89819.0
33645,2017,11,RR,others,19124,19950.0
33646,2017,11,PA,others,183878,154117.0
33647,2017,11,AP,others,4492,15769.0
33648,2017,11,TO,others,67264,49329.0
33649,2017,11,MA,others,91645,122707.0
33650,2017,11,PI,others,55622,78325.0
33651,2017,11,CE,others,604236,246913.0
33652,2017,11,RN,others,85930,110173.0
33653,2017,11,PB,others,166363,94920.0
33654,2017,11,PE,others,194301,228672.4
33655,2017,11,AL,others,23278,70606.0
33656,2017,11,SE,others,34212,62391.0
33657,2017,11,BA,others,304775,404491.0
33658,2017,11,MG,others,879460,670271.0
33659,2017,11,ES,others,231565,152353.0
33660,2017,11,RJ,others,114532,568239.0
33661,2017,11,SP,others,400844,1271411.0
33662,2017,11,PR,others,420992,425131.0
33663,2017,11,SC,others,267386,394246.0
33664,2017,11,RS,others,379436,489624.0
33665,2017,11,MS,others,108019,111560.0
33666,2017,11,MT,others,188452,183371.0
33667,2017,11,GO,others,207490,266387.0
33668,2017,11,DF,others,17232,130437.0
33669,2017,12,RO,others,132583,60310.0
33670,2017,12,AC,others,32280,26066.0
33671,2017,12,AM,others,54527,81430.0
33672,2017,12,RR,others,19214,18450.0
33673,2017,12,PA,others,185072,162046.0
33674,2017,12,AP,others,4521,16151.0
33675,2017,12,TO,others,67346,43431.0
33676,2017,12,MA,others,91545,116072.0
33677,2017,12,PI,others,56151,69824.0
33678,2017,12,CE,others,602658,245522.0
33679,2017,12,RN,others,85992,114141.0
33680,2017,12,PB,others,166515,94761.0
33681,2017,12,PE,others,194266,237540.05
33682,2017,12,AL,others,23300,60828.0
33683,2017,12,SE,others,34332,65844.0
33684,2017,12,BA,others,305657,384815.0
33685,2017,12,MG,others,881709,552762.0
33686,2017,12,ES,others,233549,139622.0
33687,2017,12,RJ,others,112875,583498.0
33688,2017,12,SP,others,401396,1262726.0
33689,2017,12,PR,others,420669,430338.0
33690,2017,12,SC,others,267345,397728.0
33691,2017,12,RS,others,379498,606110.0
33692,2017,12,MS,others,108239,107337.0
33693,2017,12,MT,others,189138,172631.0
33694,2017,12,GO,others,207914,221735.0
33695,2017,12,DF,others,17290,119758.0
33696,2018,1,RO,others,132734,59016.13
33697,2018,1,AC,others,32142,23207.75
33698,2018,1,AM,others,54690,78186.9
33699,2018,1,RR,others,19381,17615.93
33700,2018,1,PA,others,185626,151874.01
33701,2018,1,AP,others,4194,13279.76
33702,2018,1,TO,others,67314,42612.08
33703,2018,1,MA,others,92620,103799.83
33704,2018,1,PI,others,54324,64352.29
33705,2018,1,CE,others,600808,227166.96
33706,2018,1,RN,others,86105,106043.0
33707,2018,1,PB,others,166740,101848.99
33708,2018,1,PE,others,194088,215361.48
33709,2018,1,AL,others,23403,79919.0
33710,2018,1,SE,others,34505,66450.93
33711,2018,1,BA,others,306242,399833.25
33712,2018,1,MG,others,883621,605682.73
33713,2018,1,ES,others,233838,157981.0
33714,2018,1,RJ,others,112693,657025.55
33715,2018,1,SP,others,400889,1208680.85
33716,2018,1,PR,others,420615,459715.07
33717,2018,1,SC,others,267603,412443.89
33718,2018,1,RS,others,379040,753216.59
33719,2018,1,MS,others,108346,107093.73
33720,2018,1,MT,others,189922,147395.32
33721,2018,1,GO,others,208305,225027.0
33722,2018,1,DF,others,17317,119251.58
33723,2018,2,RO,others,132635,64379.42
33724,2018,2,AC,others,32255,20562.88
33725,2018,2,AM,others,54761,73341.03
33726,2018,2,RR,others,19497,17803.59
33727,2018,2,PA,others,185712,139890.46
33728,2018,2,AP,others,4444,11826.38
33729,2018,2,TO,others,67290,41607.87
33730,2018,2,MA,others,91817,96258.07
33731,2018,2,PI,others,54469,55487.52
33732,2018,2,CE,others,596786,207777.92
33733,2018,2,RN,others,86026,91641.0
33734,2018,2,PB,others,166659,90465.39
33735,2018,2,PE,others,194322,209063.5
33736,2018,2,AL,others,23422,73234.0
33737,2018,2,SE,others,34620,61532.62
33738,2018,2,BA,others,306821,360908.27
33739,2018,2,MG,others,884122,606941.01
33740,2018,2,ES,others,235239,148290.0
33741,2018,2,RJ,others,112223,618809.87
33742,2018,2,SP,others,402203,1178243.06
33743,2018,2,PR,others,420443,483016.47
33744,2018,2,SC,others,267510,427457.0
33745,2018,2,RS,others,380576,713539.77
33746,2018,2,MS,others,108317,106615.6
33747,2018,2,MT,others,189950,160117.41
33748,2018,2,GO,others,207713,234044.0
33749,2018,2,DF,others,17310,120122.32
33750,2018,3,RO,others,132810,63313.46
33751,2018,3,AC,others,32028,17085.09
33752,2018,3,AM,others,55357,89942.77
33753,2018,3,RR,others,19585,19588.38
33754,2018,3,PA,others,187717,155998.02
33755,2018,3,AP,others,4556,13654.16
33756,2018,3,TO,others,67215,45722.56
33757,2018,3,MA,others,93089,104875.48
33758,2018,3,PI,others,54669,60130.68
33759,2018,3,CE,others,591933,207853.6
33760,2018,3,RN,others,86080,94718.0
33761,2018,3,PB,others,167024,90865.57
33762,2018,3,PE,others,194477,204393.25
33763,2018,3,AL,others,23632,72995.0
33764,2018,3,SE,others,34665,64478.99
33765,2018,3,BA,others,307464,360307.56
33766,2018,3,MG,others,883857,566376.88
33767,2018,3,ES,others,233834,166694.0
33768,2018,3,RJ,others,112200,679610.31
33769,2018,3,SP,others,401158,1268672.83
33770,2018,3,PR,others,419511,499384.01
33771,2018,3,SC,others,267581,419042.41
33772,2018,3,RS,others,381233,693004.09
33773,2018,3,MS,others,108423,112481.39
33774,2018,3,MT,others,190833,166641.67
33775,2018,3,GO,others,206726,235416.0
33776,2018,3,DF,others,17331,118820.31
33777,2018,4,RO,others,132794,65414.69
33778,2018,4,AC,others,32120,23474.12
33779,2018,4,AM,others,54930,83768.5
33780,2018,4,RR,others,19807,19227.6
33781,2018,4,PA,others,188310,162309.99
33782,2018,4,AP,others,4587,14196.56
33783,2018,4,TO,others,67123,44900.23
33784,2018,4,MA,others,92675,105580.07
33785,2018,4,PI,others,54408,61430.79
33786,2018,4,CE,others,593605,212964.8
33787,2018,4,RN,others,86104,88294.0
33788,2018,4,PB,others,167207,86044.74
33789,2018,4,PE,others,194672,198183.07
33790,2018,4,AL,others,23632,68374.0
33791,2018,4,SE,others,34748,63390.58
33792,2018,4,BA,others,308099,382151.46
33793,2018,4,MG,others,885170,626776.44
33794,2018,4,ES,others,233884,136069.0
33795,2018,4,RJ,others,112465,668788.75
33796,2018,4,SP,others,402020,1288925.98
33797,2018,4,PR,others,419247,503639.15
33798,2018,4,SC,others,267589,416655.32
33799,2018,4,RS,others,380988,592270.09
33800,2018,4,MS,others,108627,118529.23
33801,2018,4,MT,others,191809,163644.41
33802,2018,4,GO,others,207370,240670.0
33803,2018,4,DF,others,17367,127416.61
33804,2018,5,RO,others,133249,67247.22
33805,2018,5,AC,others,32242,22755.43
33806,2018,5,AM,others,55113,88127.18
33807,2018,5,RR,others,19887,18137.76
33808,2018,5,PA,others,188356,167905.33
33809,2018,5,AP,others,4540,14576.62
33810,2018,5,TO,others,67030,49200.56
33811,2018,5,MA,others,92997,114193.67
33812,2018,5,PI,others,52208,61603.69
33813,2018,5,CE,others,594544,217422.03
33814,2018,5,RN,others,86182,82922.0
33815,2018,5,PB,others,167441,86313.11
33816,2018,5,PE,others,194980,205784.15
33817,2018,5,AL,others,23399,61348.0
33818,2018,5,SE,others,34902,60142.79
33819,2018,5,BA,others,308629,429175.23
33820,2018,5,MG,others,886806,674046.17
33821,2018,5,ES,others,234301,143536.0
33822,2018,5,RJ,others,112041,660296.28
33823,2018,5,SP,others,401627,1299296.68
33824,2018,5,PR,others,419231,485538.22
33825,2018,5,SC,others,267644,405563.44
33826,2018,5,RS,others,381222,547109.96
33827,2018,5,MS,others,108681,115432.31
33828,2018,5,MT,others,192053,176410.84
33829,2018,5,GO,others,237790,254817.0
33830,2018,5,DF,others,17393,124655.61
33831,2018,6,RO,others,133090,60592.95
33832,2018,6,AC,others,32286,22219.6
33833,2018,6,AM,others,55255,87014.37
33834,2018,6,RR,others,19939,16873.18
33835,2018,6,PA,others,189322,152014.48
33836,2018,6,AP,others,4447,13601.28
33837,2018,6,TO,others,66982,51582.57
33838,2018,6,MA,others,93369,116095.53
33839,2018,6,PI,others,54745,69025.35
33840,2018,6,CE,others,597269,226299.0
33841,2018,6,RN,others,86078,93642.0
33842,2018,6,PB,others,167699,85464.33
33843,2018,6,PE,others,195147,196279.85
33844,2018,6,AL,others,23598,53007.0
33845,2018,6,SE,others,35016,57092.73
33846,2018,6,BA,others,309391,424956.3
33847,2018,6,MG,others,887655,683806.2
33848,2018,6,ES,others,235517,154013.0
33849,2018,6,RJ,others,111954,622731.56
33850,2018,6,SP,others,401390,1276147.06
33851,2018,6,PR,others,419321,454031.24
33852,2018,6,SC,others,267727,389146.62
33853,2018,6,RS,others,381726,502096.92
33854,2018,6,MS,others,108903,105875.19
33855,2018,6,MT,others,192371,172824.04
33856,2018,6,GO,others,210057,295140.0
33857,2018,6,DF,others,17371,124394.62
33858,2018,7,RO,others,133589,65290.51
33859,2018,7,AC,others,32500,22467.16
33860,2018,7,AM,others,55361,90719.07
33861,2018,7,RR,others,20033,16109.7
33862,2018,7,PA,others,193296,148294.19
33863,2018,7,AP,others,4480,13076.75
33864,2018,7,TO,others,66899,50291.44
33865,2018,7,MA,others,92583,113739.74
33866,2018,7,PI,others,55064,65984.88
33867,2018,7,CE,others,578420,218396.4
33868,2018,7,RN,others,85995,92840.0
33869,2018,7,PB,others,168103,86745.01
33870,2018,7,PE,others,194654,199357.63
33871,2018,7,AL,others,23566,60630.0
33872,2018,7,SE,others,35030,56752.82
33873,2018,7,BA,others,310054,421302.54
33874,2018,7,MG,others,888264,688764.27
33875,2018,7,ES,others,235682,143534.0
33876,2018,7,RJ,others,112450,614489.29
33877,2018,7,SP,others,401796,1279714.19
33878,2018,7,PR,others,419080,449350.29
33879,2018,7,SC,others,267670,377314.37
33880,2018,7,RS,others,381770,484533.55
33881,2018,7,MS,others,109322,102664.29
33882,2018,7,MT,others,193913,198983.68
33883,2018,7,GO,others,212456,299774.0
33884,2018,7,DF,others,17433,122010.5
33885,2018,8,RO,others,133763,68692.59
33886,2018,8,AC,others,32503,21761.51
33887,2018,8,AM,others,55405,98657.71
33888,2018,8,RR,others,20031,18840.67
33889,2018,8,PA,others,191271,151734.17
33890,2018,8,AP,others,4429,15088.22
33891,2018,8,TO,others,66710,54885.37
33892,2018,8,MA,others,92912,122691.3
33893,2018,8,PI,others,55591,75432.69
33894,2018,8,CE,others,574875,225254.24
33895,2018,8,RN,others,86004,101960.0
33896,2018,8,PB,others,168163,91815.93
33897,2018,8,PE,others,194203,204885.71
33898,2018,8,AL,others,23680,59916.0
33899,2018,8,SE,others,35166,60850.51
33900,2018,8,BA,others,311055,435325.26
33901,2018,8,MG,others,889088,707516.59
33902,2018,8,ES,others,235724,162422.0
33903,2018,8,RJ,others,111389,634991.04
33904,2018,8,SP,others,402350,1267749.56
33905,2018,8,PR,others,418398,457399.1
33906,2018,8,SC,others,267985,386166.61
33907,2018,8,RS,others,382029,493015.56
33908,2018,8,MS,others,108331,107321.34
33909,2018,8,MT,others,194641,210328.37
33910,2018,8,GO,others,211624,312515.0
33911,2018,8,DF,others,17432,123023.07
33912,2018,9,RO,others,133696,65692.1
33913,2018,9,AC,others,32337,23798.65
33914,2018,9,AM,others,55322,90129.92
33915,2018,9,RR,others,20003,18044.58
33916,2018,9,PA,others,191764,159947.48
33917,2018,9,AP,others,4395,13229.31
33918,2018,9,TO,others,66525,52120.67
33919,2018,9,MA,others,92448,123859.9
33920,2018,9,PI,others,55720,76649.53
33921,2018,9,CE,others,576214,234194.03
33922,2018,9,RN,others,86140,109395.0
33923,2018,9,PB,others,168216,93604.23
33924,2018,9,PE,others,194044,213647.38
33925,2018,9,AL,others,23638,68557.0
33926,2018,9,SE,others,35215,60825.07
33927,2018,9,BA,others,312099,432679.34
33928,2018,9,MG,others,888847,696339.56
33929,2018,9,ES,others,236465,173933.0
33930,2018,9,RJ,others,111083,629185.65
33931,2018,9,SP,others,402517,1330102.75
33932,2018,9,PR,others,418777,469254.93
33933,2018,9,SC,others,268000,386788.75
33934,2018,9,RS,others,382070,482387.78
33935,2018,9,MS,others,108145,104423.41
33936,2018,9,MT,others,195096,222149.63
33937,2018,9,GO,others,212348,296522.0
33938,2018,9,DF,others,17440,126929.11
33939,2018,10,RO,others,133683,73775.52
33940,2018,10,AC,others,32324,23200.67
33941,2018,10,AM,others,55310,104640.16
33942,2018,10,RR,others,20013,20857.7
33943,2018,10,PA,others,191245,167145.59
33944,2018,10,AP,others,4384,15999.91
33945,2018,10,TO,others,66490,49800.46
33946,2018,10,MA,others,92910,127432.42
33947,2018,10,PI,others,55987,79333.49
33948,2018,10,CE,others,575164,233513.7
33949,2018,10,RN,others,86226,115109.0
33950,2018,10,PB,others,168712,101124.23
33951,2018,10,PE,others,194139,233569.32
33952,2018,10,AL,others,23632,80869.0
33953,2018,10,SE,others,35333,66044.0
33954,2018,10,BA,others,313858,465663.41
33955,2018,10,MG,others,889114,683618.63
33956,2018,10,ES,others,236803,146856.0
33957,2018,10,RJ,others,111158,668841.41
33958,2018,10,SP,others,402525,1299284.78
33959,2018,10,PR,others,418199,460302.52
33960,2018,10,SC,others,268126,377962.6
33961,2018,10,RS,others,382228,480765.59
33962,2018,10,MS,others,108159,106963.62
33963,2018,10,MT,others,195842,207053.18
33964,2018,10,GO,others,212902,288068.0
33965,2018,10,DF,others,17451,131917.76
33966,2018,11,RO,others,133841,65316.99
33967,2018,11,AC,others,32141,26055.25
33968,2018,11,AM,others,55293,88319.45
33969,2018,11,RR,others,20119,19397.41
33970,2018,11,PA,others,191446,165593.28
33971,2018,11,AP,others,4497,15703.92
33972,2018,11,TO,others,66322,45727.97
33973,2018,11,MA,others,92090,121366.67
33974,2018,11,PI,others,56027,75775.72
33975,2018,11,CE,others,575597,240862.36
33976,2018,11,RN,others,86245,118685.0
33977,2018,11,PB,others,168686,102698.26
33978,2018,11,PE,others,193985,232775.43
33979,2018,11,AL,others,23848,84756.0
33980,2018,11,SE,others,35417,67611.85
33981,2018,11,BA,others,312278,431007.29
33982,2018,11,MG,others,889976,623214.61
33983,2018,11,ES,others,237138,170390.0
33984,2018,11,RJ,others,110893,637114.6
33985,2018,11,SP,others,402791,1286682.05
33986,2018,11,PR,others,418530,466771.12
33987,2018,11,SC,others,268205,406571.65
33988,2018,11,RS,others,382459,517320.82
33989,2018,11,MS,others,108270,108639.6
33990,2018,11,MT,others,197031,199138.71
33991,2018,11,GO,others,213157,255529.0
33992,2018,11,DF,others,17526,127086.3
33993,2018,12,RO,others,133892,60245.57
33994,2018,12,AC,others,31962,20950.65
33995,2018,12,AM,others,55200,84004.89
33996,2018,12,RR,others,20153,18015.13
33997,2018,12,PA,others,192713,164290.69
33998,2018,12,AP,others,4502,13246.27
33999,2018,12,TO,others,66349,45014.02
34000,2018,12,MA,others,92797,114543.18
34001,2018,12,PI,others,56494,37046.82
34002,2018,12,CE,others,570724,226647.87
34003,2018,12,RN,others,85239,112526.0
34004,2018,12,PB,others,169209,104064.96
34005,2018,12,PE,others,194280,225389.48
34006,2018,12,AL,others,23725,80419.0
34007,2018,12,SE,others,35530,69867.5
34008,2018,12,BA,others,311929,398617.28
34009,2018,12,MG,others,891272,580653.43
34010,2018,12,ES,others,240151,156387.0
34011,2018,12,RJ,others,111299,722693.78
34012,2018,12,SP,others,403360,1313900.23
34013,2018,12,PR,others,418291,486105.64
34014,2018,12,SC,others,268113,415499.92
34015,2018,12,RS,others,382802,599660.35
34016,2018,12,MS,others,108119,110375.05
34017,2018,12,MT,others,197775,187735.73
34018,2018,12,GO,others,213622,256733.0
34019,2018,12,DF,others,17513,119367.44
34020,2019,1,RO,others,133739,58981.66
34021,2019,1,AC,others,31607,22365.61
34022,2019,1,AM,others,55414,80072.0
34023,2019,1,RR,others,20186,18795.29
34024,2019,1,PA,others,193602,147912.62
34025,2019,1,AP,others,4506,13449.0
34026,2019,1,TO,others,66322,44263.26
34027,2019,1,MA,others,92769,104284.95
34028,2019,1,PI,others,58292,60045.79
34029,2019,1,CE,others,580793,234465.04
34030,2019,1,RN,others,84977,104456.0
34031,2019,1,PB,others,169631,97550.22
34032,2019,1,PE,others,189261,212967.0
34033,2019,1,AL,others,23567,77103.0
34034,2019,1,SE,others,35792,63901.82
34035,2019,1,BA,others,313244,431802.1
34036,2019,1,MG,others,892061,640439.25
34037,2019,1,ES,others,237217,147623.86
34038,2019,1,RJ,others,55161,681798.05
34039,2019,1,SP,others,400595,1190879.41
34040,2019,1,PR,others,421763,501092.83
34041,2019,1,SC,others,268227,445171.45
34042,2019,1,RS,others,383039,655325.1
34043,2019,1,MS,others,108100,112574.98
34044,2019,1,MT,others,198576,168199.3
34045,2019,1,GO,others,213952,252983.44
34046,2019,1,DF,others,17524,123940.0
34047,2019,2,RO,others,133406,59032.72
34048,2019,2,AC,others,31569,20508.19
34049,2019,2,AM,others,55472,79845.0
34050,2019,2,RR,others,20182,18330.35
34051,2019,2,PA,others,195344,148027.48
34052,2019,2,AP,others,4515,12945.0
34053,2019,2,TO,others,66207,45345.38
34054,2019,2,MA,others,92734,102086.73
34055,2019,2,PI,others,58389,60635.8
34056,2019,2,CE,others,580622,223204.39
34057,2019,2,RN,others,85052,94958.0
34058,2019,2,PB,others,170090,88506.1
34059,2019,2,PE,others,189139,199733.0
34060,2019,2,AL,others,23496,70899.0
34061,2019,2,SE,others,35837,62808.09
34062,2019,2,BA,others,313519,416190.11
34063,2019,2,MG,others,891605,673027.23
34064,2019,2,ES,others,237629,189460.11
34065,2019,2,RJ,others,55330,655394.46
34066,2019,2,SP,others,405522,1226894.2
34067,2019,2,PR,others,420758,523214.14
34068,2019,2,SC,others,268246,466510.09
34069,2019,2,RS,others,383405,674964.82
34070,2019,2,MS,others,107640,116512.23
34071,2019,2,MT,others,199409,170114.72
34072,2019,2,GO,others,214315,256430.82
34073,2019,2,DF,others,17334,132056.0
34074,2019,3,RO,others,133357,62489.54
34075,2019,3,AC,others,31579,22393.58
34076,2019,3,AM,others,55443,92385.0
34077,2019,3,RR,others,20163,21309.69
34078,2019,3,PA,others,195860,158349.52
34079,2019,3,AP,others,4540,13419.0
34080,2019,3,TO,others,66146,45540.73
34081,2019,3,MA,others,92971,105137.35
34082,2019,3,PI,others,58439,65551.63
34083,2019,3,CE,others,583209,217358.71
34084,2019,3,RN,others,85105,87478.0
34085,2019,3,PB,others,170054,94642.31
34086,2019,3,PE,others,189000,216367.0
34087,2019,3,AL,others,23514,71453.0
34088,2019,3,SE,others,35855,62459.63
